prefetch_event_id,placement_event_id,target_layer_idx,stage,prefetch_candidate_count,issued_load_count,selected_expert_count,candidate_overlap_count,issued_overlap_count,candidate_overlap_ratio,issued_overlap_ratio,placement_assignment_count,candidate_overlap_assignment_count,issued_overlap_assignment_count,candidate_overlap_assignment_ratio,issued_overlap_assignment_ratio
3814,3820,2,decode,8,0,6,2,0,0.25,0.0,6,2,0,0.3333333333333333,0.0
3822,3828,3,decode,8,0,6,1,0,0.125,0.0,6,1,0,0.16666666666666666,0.0
3830,3836,4,decode,8,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3838,3844,5,decode,8,0,6,2,0,0.25,0.0,6,2,0,0.3333333333333333,0.0
3846,3852,6,decode,8,0,6,1,0,0.125,0.0,6,1,0,0.16666666666666666,0.0
3854,3860,7,decode,8,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3862,3868,8,decode,8,0,6,2,0,0.25,0.0,6,2,0,0.3333333333333333,0.0
3870,3876,9,decode,8,0,6,2,0,0.25,0.0,6,2,0,0.3333333333333333,0.0
3878,3884,10,decode,8,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3888,3894,11,decode,8,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3896,3902,12,decode,8,0,6,3,0,0.375,0.0,6,3,0,0.5,0.0
3904,3910,13,decode,8,0,6,1,0,0.125,0.0,6,1,0,0.16666666666666666,0.0
3912,3918,14,decode,8,0,6,1,0,0.125,0.0,6,1,0,0.16666666666666666,0.0
3922,3928,15,decode,8,0,6,1,0,0.125,0.0,6,1,0,0.16666666666666666,0.0
3930,3936,16,decode,8,0,6,2,0,0.25,0.0,6,2,0,0.3333333333333333,0.0
3938,3944,17,decode,8,0,6,2,0,0.25,0.0,6,2,0,0.3333333333333333,0.0
3946,3952,18,decode,8,0,6,2,0,0.25,0.0,6,2,0,0.3333333333333333,0.0
3954,3960,19,decode,8,0,6,1,0,0.125,0.0,6,1,0,0.16666666666666666,0.0
3962,3968,20,decode,8,0,6,1,0,0.125,0.0,6,1,0,0.16666666666666666,0.0
3970,3976,21,decode,8,0,6,2,0,0.25,0.0,6,2,0,0.3333333333333333,0.0
3978,3984,22,decode,8,0,6,2,0,0.25,0.0,6,2,0,0.3333333333333333,0.0
3986,3992,23,decode,8,0,6,1,0,0.125,0.0,6,1,0,0.16666666666666666,0.0
3994,4000,24,decode,8,0,6,2,0,0.25,0.0,6,2,0,0.3333333333333333,0.0
4002,4008,25,decode,8,0,6,2,0,0.25,0.0,6,2,0,0.3333333333333333,0.0
4010,4016,26,decode,8,0,6,2,0,0.25,0.0,6,2,0,0.3333333333333333,0.0
4031,4037,2,decode,8,1,6,1,0,0.125,0.0,6,1,0,0.16666666666666666,0.0
4039,4045,3,decode,8,0,6,1,0,0.125,0.0,6,1,0,0.16666666666666666,0.0
4051,4057,4,decode,8,1,6,1,0,0.125,0.0,6,1,0,0.16666666666666666,0.0
4059,4065,5,decode,8,0,6,2,0,0.25,0.0,6,2,0,0.3333333333333333,0.0
4067,4073,6,decode,8,0,6,1,0,0.125,0.0,6,1,0,0.16666666666666666,0.0
4075,4081,7,decode,8,0,6,1,0,0.125,0.0,6,1,0,0.16666666666666666,0.0
4083,4089,8,decode,8,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
4091,4097,9,decode,8,0,6,1,0,0.125,0.0,6,1,0,0.16666666666666666,0.0
4101,4107,10,decode,8,1,6,2,1,0.25,1.0,6,2,1,0.3333333333333333,0.16666666666666666
4111,4117,11,decode,8,1,6,2,0,0.25,0.0,6,2,0,0.3333333333333333,0.0
4119,4125,12,decode,8,0,6,1,0,0.125,0.0,6,1,0,0.16666666666666666,0.0
