event_id,source_layer_idx,target_layer_idx,prefetch_expert_count,prefetch_resident_expert_count,issued_load_expert_count,prefetch_redundant_candidate_ratio,cache_load_size,prefetch_size
3120,1,2,4,4,0,1.0,48,4
3122,2,3,4,4,0,1.0,48,4
3124,3,4,4,4,0,1.0,48,4
3126,4,5,4,4,0,1.0,48,4
3128,5,6,4,4,0,1.0,48,4
3130,6,7,4,4,0,1.0,48,4
3132,7,8,4,4,0,1.0,48,4
3134,8,9,4,4,0,1.0,48,4
3136,9,10,4,4,0,1.0,48,4
3140,10,11,4,4,0,1.0,48,4
3142,11,12,4,4,0,1.0,48,4
3144,12,13,4,4,0,1.0,48,4
3146,13,14,4,4,0,1.0,48,4
3150,14,15,4,4,0,1.0,48,4
3152,15,16,4,4,0,1.0,48,4
3154,16,17,4,4,0,1.0,48,4
3156,17,18,4,4,0,1.0,48,4
3158,18,19,4,4,0,1.0,48,4
3160,19,20,4,4,0,1.0,48,4
3162,20,21,4,4,0,1.0,48,4
3164,21,22,4,4,0,1.0,48,4
3166,22,23,4,4,0,1.0,48,4
3168,23,24,4,4,0,1.0,48,4
3170,24,25,4,4,0,1.0,48,4
3172,25,26,4,4,0,1.0,48,4
3181,1,2,4,3,1,0.75,48,4
3183,2,3,4,4,0,1.0,48,4
3189,3,4,4,3,1,0.75,48,4
3191,4,5,4,4,0,1.0,48,4
3193,5,6,4,4,0,1.0,48,4
3195,6,7,4,4,0,1.0,48,4
3197,7,8,4,4,0,1.0,48,4
3199,8,9,4,4,0,1.0,48,4
3203,9,10,4,3,1,0.75,48,4
3205,10,11,4,4,0,1.0,48,4
3207,11,12,4,4,0,1.0,48,4
3209,12,13,4,4,0,1.0,48,4
3211,13,14,4,4,0,1.0,48,4
3213,14,15,4,4,0,1.0,48,4
3217,15,16,4,3,1,0.75,48,4
3219,16,17,4,4,0,1.0,48,4
3221,17,18,4,4,0,1.0,48,4
3225,18,19,4,3,1,0.75,48,4
3227,19,20,4,4,0,1.0,48,4
3229,20,21,4,4,0,1.0,48,4
3233,21,22,4,3,1,0.75,48,4
3239,22,23,4,2,2,0.5,48,4
3243,23,24,4,3,1,0.75,48,4
3247,24,25,4,3,1,0.75,48,4
3249,25,26,4,4,0,1.0,48,4
3262,1,2,4,2,2,0.5,48,4
