event_id,source_layer_idx,target_layer_idx,prefetch_expert_count,prefetch_resident_expert_count,issued_load_expert_count,prefetch_redundant_candidate_ratio,cache_load_size,prefetch_size
3450,1,2,8,6,2,0.75,16,8
3460,2,3,8,7,1,0.875,16,8
3472,3,4,8,8,0,1.0,16,8
3484,4,5,8,8,0,1.0,16,8
3502,5,6,8,6,2,0.75,16,8
3518,6,7,8,7,1,0.875,16,8
3536,7,8,8,6,2,0.75,16,8
3554,8,9,8,7,1,0.875,16,8
3574,9,10,8,5,3,0.625,16,8
3588,10,11,8,7,1,0.875,16,8
3602,11,12,8,8,0,1.0,16,8
3622,12,13,8,6,2,0.75,16,8
3640,13,14,8,5,3,0.625,16,8
3660,14,15,8,6,2,0.75,16,8
3674,15,16,8,8,0,1.0,16,8
3690,16,17,8,7,1,0.875,16,8
3698,17,18,8,8,0,1.0,16,8
3712,18,19,8,6,2,0.75,16,8
3732,19,20,8,5,3,0.625,16,8
3748,20,21,8,7,1,0.875,16,8
3764,21,22,8,7,1,0.875,16,8
3778,22,23,8,7,1,0.875,16,8
3792,23,24,8,8,0,1.0,16,8
3808,24,25,8,8,0,1.0,16,8
3826,25,26,8,5,3,0.625,16,8
3862,1,2,8,5,3,0.625,16,8
3878,2,3,8,5,3,0.625,16,8
3900,3,4,8,3,5,0.375,16,8
3916,4,5,8,7,1,0.875,16,8
3934,5,6,8,5,3,0.625,16,8
3954,6,7,8,3,5,0.375,16,8
3970,7,8,8,5,3,0.625,16,8
3990,8,9,8,4,4,0.5,16,8
4010,9,10,8,4,4,0.5,16,8
4028,10,11,8,5,3,0.625,16,8
4040,11,12,8,6,2,0.75,16,8
4062,12,13,8,3,5,0.375,16,8
4086,13,14,8,4,4,0.5,16,8
4106,14,15,8,4,4,0.5,16,8
4124,15,16,8,6,2,0.75,16,8
4140,16,17,8,4,4,0.5,16,8
4160,17,18,8,4,4,0.5,16,8
4178,18,19,8,5,3,0.625,16,8
4202,19,20,8,4,4,0.5,16,8
4227,20,21,8,3,5,0.375,16,8
4248,21,22,8,4,4,0.5,16,8
4268,22,23,8,6,2,0.75,16,8
4291,23,24,8,3,5,0.375,16,8
4307,24,25,8,7,1,0.875,16,8
4327,25,26,8,6,2,0.75,16,8
4360,1,2,8,6,2,0.75,16,8
4370,2,3,8,7,1,0.875,16,8
4386,3,4,8,6,2,0.75,16,8
4396,4,5,8,7,1,0.875,16,8
4408,5,6,8,6,2,0.75,16,8
4416,6,7,8,8,0,1.0,16,8
4430,7,8,8,8,0,1.0,16,8
4442,8,9,8,6,2,0.75,16,8
4454,9,10,8,7,1,0.875,16,8
4472,10,11,8,6,2,0.75,16,8
4482,11,12,8,7,1,0.875,16,8
4496,12,13,8,5,3,0.625,16,8
4508,13,14,8,7,1,0.875,16,8
4518,14,15,8,7,1,0.875,16,8
4532,15,16,8,7,1,0.875,16,8
4544,16,17,8,8,0,1.0,16,8
4562,17,18,8,5,3,0.625,16,8
4574,18,19,8,7,1,0.875,16,8
4590,19,20,8,7,1,0.875,16,8
4602,20,21,8,8,0,1.0,16,8
4616,21,22,8,7,1,0.875,16,8
4634,22,23,8,5,3,0.625,16,8
4654,23,24,8,6,2,0.75,16,8
4668,24,25,8,7,1,0.875,16,8
4684,25,26,8,7,1,0.875,16,8
4717,1,2,8,5,3,0.625,16,8
4733,2,3,8,6,2,0.75,16,8
4749,3,4,8,6,2,0.75,16,8
4763,4,5,8,7,1,0.875,16,8
4781,5,6,8,6,2,0.75,16,8
4795,6,7,8,6,2,0.75,16,8
4807,7,8,8,7,1,0.875,16,8
4819,8,9,8,6,2,0.75,16,8
4831,9,10,8,7,1,0.875,16,8
4847,10,11,8,6,2,0.75,16,8
4857,11,12,8,8,0,1.0,16,8
4867,12,13,8,7,1,0.875,16,8
4883,13,14,8,6,2,0.75,16,8
4903,14,15,8,5,3,0.625,16,8
4913,15,16,8,8,0,1.0,16,8
4927,16,17,8,6,2,0.75,16,8
4941,17,18,8,7,1,0.875,16,8
4953,18,19,8,6,2,0.75,16,8
4969,19,20,8,6,2,0.75,16,8
4983,20,21,8,7,1,0.875,16,8
4999,21,22,8,7,1,0.875,16,8
5019,22,23,8,5,3,0.625,16,8
5039,23,24,8,6,2,0.75,16,8
5054,24,25,8,7,1,0.875,16,8
5068,25,26,8,7,1,0.875,16,8
5089,1,2,8,7,1,0.875,16,8
5101,2,3,8,7,1,0.875,16,8
5113,3,4,8,7,1,0.875,16,8
5127,4,5,8,6,2,0.75,16,8
5139,5,6,8,7,1,0.875,16,8
5151,6,7,8,8,0,1.0,16,8
5165,7,8,8,7,1,0.875,16,8
5177,8,9,8,7,1,0.875,16,8
5187,9,10,8,7,1,0.875,16,8
5199,10,11,8,7,1,0.875,16,8
5211,11,12,8,7,1,0.875,16,8
5223,12,13,8,7,1,0.875,16,8
5237,13,14,8,8,0,1.0,16,8
5255,14,15,8,5,3,0.625,16,8
5269,15,16,8,8,0,1.0,16,8
5285,16,17,8,7,1,0.875,16,8
5303,17,18,8,5,3,0.625,16,8
5319,18,19,8,5,3,0.625,16,8
5333,19,20,8,5,3,0.625,16,8
5345,20,21,8,7,1,0.875,16,8
5357,21,22,8,7,1,0.875,16,8
5377,22,23,8,6,2,0.75,16,8
5397,23,24,8,6,2,0.75,16,8
5411,24,25,8,7,1,0.875,16,8
5423,25,26,8,7,1,0.875,16,8
5446,1,2,8,8,0,1.0,16,8
5462,2,3,8,6,2,0.75,16,8
5476,3,4,8,8,0,1.0,16,8
5490,4,5,8,7,1,0.875,16,8
5504,5,6,8,8,0,1.0,16,8
5518,6,7,8,8,0,1.0,16,8
5530,7,8,8,8,0,1.0,16,8
5544,8,9,8,6,2,0.75,16,8
5558,9,10,8,7,1,0.875,16,8
5572,10,11,8,6,2,0.75,16,8
5586,11,12,8,6,2,0.75,16,8
5602,12,13,8,7,1,0.875,16,8
5614,13,14,8,7,1,0.875,16,8
5630,14,15,8,6,2,0.75,16,8
5644,15,16,8,7,1,0.875,16,8
5660,16,17,8,7,1,0.875,16,8
5676,17,18,8,8,0,1.0,16,8
5692,18,19,8,7,1,0.875,16,8
5702,19,20,8,8,0,1.0,16,8
5716,20,21,8,7,1,0.875,16,8
5738,21,22,8,4,4,0.5,16,8
5750,22,23,8,8,0,1.0,16,8
5768,23,24,8,7,1,0.875,16,8
5778,24,25,8,8,0,1.0,16,8
5794,25,26,8,7,1,0.875,16,8
5825,1,2,8,7,1,0.875,16,8
5841,2,3,8,8,0,1.0,16,8
5853,3,4,8,7,1,0.875,16,8
5869,4,5,8,6,2,0.75,16,8
5879,5,6,8,7,1,0.875,16,8
5887,6,7,8,8,0,1.0,16,8
5899,7,8,8,7,1,0.875,16,8
5913,8,9,8,6,2,0.75,16,8
5927,9,10,8,7,1,0.875,16,8
5937,10,11,8,8,0,1.0,16,8
5947,11,12,8,7,1,0.875,16,8
5959,12,13,8,7,1,0.875,16,8
5971,13,14,8,6,2,0.75,16,8
5983,14,15,8,7,1,0.875,16,8
5995,15,16,8,7,1,0.875,16,8
6011,16,17,8,6,2,0.75,16,8
