event_id,source_layer_idx,target_layer_idx,prefetch_expert_count,prefetch_resident_expert_count,issued_load_expert_count,prefetch_redundant_candidate_ratio,cache_load_size,prefetch_size
3862,1,2,8,8,0,1.0,56,8
3870,2,3,8,8,0,1.0,56,8
3878,3,4,8,8,0,1.0,56,8
3886,4,5,8,8,0,1.0,56,8
3894,5,6,8,8,0,1.0,56,8
3902,6,7,8,8,0,1.0,56,8
3910,7,8,8,8,0,1.0,56,8
3918,8,9,8,8,0,1.0,56,8
3926,9,10,8,8,0,1.0,56,8
3936,10,11,8,8,0,1.0,56,8
3944,11,12,8,8,0,1.0,56,8
3952,12,13,8,8,0,1.0,56,8
3960,13,14,8,8,0,1.0,56,8
3968,14,15,8,8,0,1.0,56,8
3976,15,16,8,8,0,1.0,56,8
3984,16,17,8,8,0,1.0,56,8
3992,17,18,8,8,0,1.0,56,8
4000,18,19,8,8,0,1.0,56,8
4008,19,20,8,8,0,1.0,56,8
4016,20,21,8,8,0,1.0,56,8
4024,21,22,8,8,0,1.0,56,8
4032,22,23,8,8,0,1.0,56,8
4042,23,24,8,8,0,1.0,56,8
4050,24,25,8,8,0,1.0,56,8
4058,25,26,8,8,0,1.0,56,8
4075,1,2,8,8,0,1.0,56,8
4083,2,3,8,8,0,1.0,56,8
4091,3,4,8,8,0,1.0,56,8
4099,4,5,8,8,0,1.0,56,8
4107,5,6,8,8,0,1.0,56,8
4115,6,7,8,8,0,1.0,56,8
4123,7,8,8,8,0,1.0,56,8
4131,8,9,8,8,0,1.0,56,8
4141,9,10,8,7,1,0.875,56,8
4149,10,11,8,8,0,1.0,56,8
4157,11,12,8,8,0,1.0,56,8
4165,12,13,8,8,0,1.0,56,8
4173,13,14,8,8,0,1.0,56,8
4181,14,15,8,8,0,1.0,56,8
4189,15,16,8,8,0,1.0,56,8
4197,16,17,8,8,0,1.0,56,8
4205,17,18,8,8,0,1.0,56,8
4213,18,19,8,8,0,1.0,56,8
4221,19,20,8,8,0,1.0,56,8
4229,20,21,8,8,0,1.0,56,8
4237,21,22,8,8,0,1.0,56,8
4247,22,23,8,7,1,0.875,56,8
4257,23,24,8,7,1,0.875,56,8
4265,24,25,8,8,0,1.0,56,8
4273,25,26,8,8,0,1.0,56,8
4294,1,2,8,6,2,0.75,56,8
4304,2,3,8,7,1,0.875,56,8
4312,3,4,8,8,0,1.0,56,8
4320,4,5,8,8,0,1.0,56,8
4328,5,6,8,8,0,1.0,56,8
4336,6,7,8,8,0,1.0,56,8
4344,7,8,8,8,0,1.0,56,8
4354,8,9,8,7,1,0.875,56,8
4362,9,10,8,8,0,1.0,56,8
4374,10,11,8,6,2,0.75,56,8
4384,11,12,8,8,0,1.0,56,8
4392,12,13,8,8,0,1.0,56,8
4400,13,14,8,8,0,1.0,56,8
4410,14,15,8,8,0,1.0,56,8
4418,15,16,8,8,0,1.0,56,8
4426,16,17,8,8,0,1.0,56,8
4434,17,18,8,8,0,1.0,56,8
4442,18,19,8,8,0,1.0,56,8
4450,19,20,8,8,0,1.0,56,8
4458,20,21,8,8,0,1.0,56,8
4466,21,22,8,8,0,1.0,56,8
4474,22,23,8,8,0,1.0,56,8
4484,23,24,8,8,0,1.0,56,8
4492,24,25,8,8,0,1.0,56,8
4500,25,26,8,8,0,1.0,56,8
4515,1,2,8,8,0,1.0,56,8
4523,2,3,8,8,0,1.0,56,8
4531,3,4,8,8,0,1.0,56,8
4539,4,5,8,8,0,1.0,56,8
4547,5,6,8,8,0,1.0,56,8
4555,6,7,8,8,0,1.0,56,8
4563,7,8,8,8,0,1.0,56,8
4571,8,9,8,8,0,1.0,56,8
4581,9,10,8,7,1,0.875,56,8
4589,10,11,8,8,0,1.0,56,8
4597,11,12,8,8,0,1.0,56,8
4607,12,13,8,7,1,0.875,56,8
4615,13,14,8,8,0,1.0,56,8
4623,14,15,8,8,0,1.0,56,8
4633,15,16,8,7,1,0.875,56,8
4641,16,17,8,8,0,1.0,56,8
4649,17,18,8,8,0,1.0,56,8
4659,18,19,8,7,1,0.875,56,8
4667,19,20,8,8,0,1.0,56,8
4677,20,21,8,7,1,0.875,56,8
4685,21,22,8,8,0,1.0,56,8
4693,22,23,8,8,0,1.0,56,8
4701,23,24,8,8,0,1.0,56,8
4709,24,25,8,8,0,1.0,56,8
4717,25,26,8,8,0,1.0,56,8
4732,1,2,8,8,0,1.0,56,8
4742,2,3,8,7,1,0.875,56,8
4752,3,4,8,7,1,0.875,56,8
4762,4,5,8,7,1,0.875,56,8
4772,5,6,8,7,1,0.875,56,8
4782,6,7,8,7,1,0.875,56,8
4790,7,8,8,8,0,1.0,56,8
4798,8,9,8,8,0,1.0,56,8
4806,9,10,8,8,0,1.0,56,8
4816,10,11,8,7,1,0.875,56,8
4824,11,12,8,8,0,1.0,56,8
4832,12,13,8,8,0,1.0,56,8
4844,13,14,8,6,2,0.75,56,8
4852,14,15,8,8,0,1.0,56,8
4862,15,16,8,8,0,1.0,56,8
4872,16,17,8,7,1,0.875,56,8
4880,17,18,8,8,0,1.0,56,8
4890,18,19,8,7,1,0.875,56,8
4898,19,20,8,8,0,1.0,56,8
4908,20,21,8,7,1,0.875,56,8
4916,21,22,8,8,0,1.0,56,8
4924,22,23,8,8,0,1.0,56,8
4932,23,24,8,8,0,1.0,56,8
4940,24,25,8,8,0,1.0,56,8
4952,25,26,8,7,1,0.875,56,8
4967,1,2,8,8,0,1.0,56,8
4975,2,3,8,8,0,1.0,56,8
4987,3,4,8,7,1,0.875,56,8
4995,4,5,8,8,0,1.0,56,8
5003,5,6,8,8,0,1.0,56,8
5011,6,7,8,8,0,1.0,56,8
5019,7,8,8,8,0,1.0,56,8
5029,8,9,8,7,1,0.875,56,8
5037,9,10,8,8,0,1.0,56,8
5045,10,11,8,8,0,1.0,56,8
5053,11,12,8,8,0,1.0,56,8
5061,12,13,8,8,0,1.0,56,8
5069,13,14,8,8,0,1.0,56,8
5077,14,15,8,8,0,1.0,56,8
5085,15,16,8,8,0,1.0,56,8
5093,16,17,8,8,0,1.0,56,8
5101,17,18,8,8,0,1.0,56,8
5111,18,19,8,7,1,0.875,56,8
5121,19,20,8,8,0,1.0,56,8
5129,20,21,8,8,0,1.0,56,8
5137,21,22,8,8,0,1.0,56,8
5145,22,23,8,8,0,1.0,56,8
5155,23,24,8,7,1,0.875,56,8
5163,24,25,8,8,0,1.0,56,8
5171,25,26,8,8,0,1.0,56,8
5194,1,2,8,5,3,0.625,56,8
5202,2,3,8,8,0,1.0,56,8
5210,3,4,8,8,0,1.0,56,8
5218,4,5,8,8,0,1.0,56,8
5228,5,6,8,7,1,0.875,56,8
5238,6,7,8,7,1,0.875,56,8
5248,7,8,8,7,1,0.875,56,8
5256,8,9,8,8,0,1.0,56,8
5264,9,10,8,8,0,1.0,56,8
5272,10,11,8,8,0,1.0,56,8
5282,11,12,8,7,1,0.875,56,8
5290,12,13,8,8,0,1.0,56,8
5300,13,14,8,7,1,0.875,56,8
5308,14,15,8,8,0,1.0,56,8
5316,15,16,8,8,0,1.0,56,8
5326,16,17,8,8,0,1.0,56,8
5334,17,18,8,8,0,1.0,56,8
5342,18,19,8,8,0,1.0,56,8
5352,19,20,8,7,1,0.875,56,8
5362,20,21,8,7,1,0.875,56,8
5370,21,22,8,8,0,1.0,56,8
5378,22,23,8,8,0,1.0,56,8
5386,23,24,8,8,0,1.0,56,8
5396,24,25,8,7,1,0.875,56,8
5404,25,26,8,8,0,1.0,56,8
5421,1,2,8,8,0,1.0,56,8
5429,2,3,8,8,0,1.0,56,8
5437,3,4,8,8,0,1.0,56,8
5445,4,5,8,8,0,1.0,56,8
5455,5,6,8,8,0,1.0,56,8
5463,6,7,8,8,0,1.0,56,8
5471,7,8,8,8,0,1.0,56,8
5481,8,9,8,7,1,0.875,56,8
5489,9,10,8,8,0,1.0,56,8
5499,10,11,8,8,0,1.0,56,8
5507,11,12,8,8,0,1.0,56,8
5515,12,13,8,8,0,1.0,56,8
5523,13,14,8,8,0,1.0,56,8
5531,14,15,8,8,0,1.0,56,8
5539,15,16,8,8,0,1.0,56,8
5547,16,17,8,8,0,1.0,56,8
5555,17,18,8,8,0,1.0,56,8
5563,18,19,8,8,0,1.0,56,8
5571,19,20,8,8,0,1.0,56,8
5579,20,21,8,8,0,1.0,56,8
5587,21,22,8,8,0,1.0,56,8
5595,22,23,8,8,0,1.0,56,8
