workload,policy,accesses,cache_hits,cache_hit_ratio,cache_hit_from_prefetch,prefetch_candidates,prefetch_rejected,prefetch_redundant,prefetch_already_pending,prefetch_issued,prefetch_used_timely,prefetch_used_late,prefetch_unused,timely_useful_candidate_ratio,timely_useful_issued_ratio,redundant_prefetch_ratio,late_prefetch_ratio,unused_prefetch_ratio,issued_late_prefetch_ratio,issued_unused_prefetch_ratio,ready_before_consume_ratio,stall_time,bytes_moved,prefetch_bytes_moved,demand_bytes_moved,evictions,prefetch_evictions,damaging_prefetch_evictions,eviction_damage_ratio,issue_f1_proxy,phenomenon_flag
router_trace_deepseek_v2,no_prefetch,1404,1030,0.7336182336182336,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1496.0,374,0,374,326,0,0,0.0,0.0,False
router_trace_deepseek_v2,history_prefetch,1404,1036,0.7378917378917379,26,4632,0,4494,76,62,26,30,6,0.005613126079447323,0.41935483870967744,0.9702072538860104,0.006476683937823834,0.0012953367875647669,0.4838709677419355,0.0967741935483871,0.4642857142857143,1440.0,400,62,338,352,32,15,0.46875,0.008614976805831677,True
router_trace_deepseek_v2,utility_gate,1404,1030,0.7336182336182336,0,4632,153,4479,0,0,0,0,0,0.0,0.0,0.9669689119170984,0.0,0.0,0.0,0.0,0.0,1496.0,374,0,374,326,0,0,0.0,0.0,True
