prefetch_event_id,placement_event_id,target_layer_idx,stage,prefetch_candidate_count,issued_load_count,selected_expert_count,candidate_overlap_count,issued_overlap_count,candidate_overlap_ratio,issued_overlap_ratio,placement_assignment_count,candidate_overlap_assignment_count,issued_overlap_assignment_count,candidate_overlap_assignment_ratio,issued_overlap_assignment_ratio
3120,3121,2,decode,4,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3122,3123,3,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3124,3125,4,decode,4,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3126,3127,5,decode,4,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3128,3129,6,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3130,3131,7,decode,4,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3132,3133,8,decode,4,0,6,2,0,0.5,0.0,6,2,0,0.3333333333333333,0.0
3134,3135,9,decode,4,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3136,3137,10,decode,4,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3140,3141,11,decode,4,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3142,3143,12,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3144,3145,13,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3146,3147,14,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3150,3151,15,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3152,3153,16,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3154,3155,17,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3156,3157,18,decode,4,0,6,2,0,0.5,0.0,6,2,0,0.3333333333333333,0.0
3158,3159,19,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3160,3161,20,decode,4,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3162,3163,21,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3164,3165,22,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3166,3167,23,decode,4,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3168,3169,24,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3170,3171,25,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3172,3173,26,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3181,3182,2,decode,4,1,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3183,3184,3,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3189,3190,4,decode,4,1,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3191,3192,5,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3193,3194,6,decode,4,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3195,3196,7,decode,4,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3197,3198,8,decode,4,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3199,3200,9,decode,4,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3203,3204,10,decode,4,1,6,1,1,0.25,1.0,6,1,1,0.16666666666666666,0.16666666666666666
3205,3206,11,decode,4,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3207,3208,12,decode,4,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3209,3210,13,decode,4,0,6,2,0,0.5,0.0,6,2,0,0.3333333333333333,0.0
3211,3212,14,decode,4,0,6,2,0,0.5,0.0,6,2,0,0.3333333333333333,0.0
3213,3214,15,decode,4,0,6,2,0,0.5,0.0,6,2,0,0.3333333333333333,0.0
3217,3218,16,decode,4,1,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3219,3220,17,decode,4,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3221,3222,18,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3225,3226,19,decode,4,1,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3227,3228,20,decode,4,0,6,2,0,0.5,0.0,6,2,0,0.3333333333333333,0.0
3229,3230,21,decode,4,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3233,3234,22,decode,4,1,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3239,3240,23,decode,4,2,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3243,3244,24,decode,4,1,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3247,3248,25,decode,4,1,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3249,3250,26,decode,4,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3262,3263,2,decode,4,2,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3266,3267,3,decode,4,1,6,3,0,0.75,0.0,6,3,0,0.5,0.0
3268,3269,4,decode,4,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3270,3271,5,decode,4,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3272,3273,6,decode,4,0,6,2,0,0.5,0.0,6,2,0,0.3333333333333333,0.0
3274,3275,7,decode,4,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3276,3277,8,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3280,3281,9,decode,4,1,6,2,0,0.5,0.0,6,2,0,0.3333333333333333,0.0
3282,3283,10,decode,4,0,6,2,0,0.5,0.0,6,2,0,0.3333333333333333,0.0
3288,3289,11,decode,4,2,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3292,3293,12,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3294,3295,13,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3298,3299,14,decode,4,1,6,2,0,0.5,0.0,6,2,0,0.3333333333333333,0.0
3302,3303,15,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3306,3307,16,decode,4,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3312,3313,17,decode,4,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3314,3315,18,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3316,3317,19,decode,4,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3318,3319,20,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3322,3323,21,decode,4,1,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3326,3327,22,decode,4,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3328,3329,23,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3334,3335,24,decode,4,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3336,3337,25,decode,4,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3338,3339,26,decode,4,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3343,3344,2,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3347,3348,3,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3351,3352,4,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3353,3354,5,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3357,3358,6,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3361,3362,7,decode,4,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3363,3364,8,decode,4,0,6,2,0,0.5,0.0,6,2,0,0.3333333333333333,0.0
3365,3366,9,decode,4,0,6,2,0,0.5,0.0,6,2,0,0.3333333333333333,0.0
3367,3368,10,decode,4,0,6,2,0,0.5,0.0,6,2,0,0.3333333333333333,0.0
3371,3372,11,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3373,3374,12,decode,4,0,6,2,0,0.5,0.0,6,2,0,0.3333333333333333,0.0
3377,3378,13,decode,4,1,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3379,3380,14,decode,4,0,6,2,0,0.5,0.0,6,2,0,0.3333333333333333,0.0
3383,3384,15,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3387,3388,16,decode,4,1,6,2,0,0.5,0.0,6,2,0,0.3333333333333333,0.0
3393,3394,17,decode,4,2,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3395,3396,18,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3399,3400,19,decode,4,1,6,3,1,0.75,1.0,6,3,1,0.5,0.16666666666666666
3401,3402,20,decode,4,0,6,3,0,0.75,0.0,6,3,0,0.5,0.0
3405,3406,21,decode,4,1,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3407,3408,22,decode,4,0,6,0,0,0.0,0.0,6,0,0,0.0,0.0
3409,3410,23,decode,4,0,6,2,0,0.5,0.0,6,2,0,0.3333333333333333,0.0
3411,3412,24,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3415,3416,25,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3419,3420,26,decode,4,0,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
3422,3423,2,decode,4,0,6,2,0,0.5,0.0,6,2,0,0.3333333333333333,0.0
3424,3425,3,decode,4,0,6,3,0,0.75,0.0,6,3,0,0.5,0.0
3428,3429,4,decode,4,1,6,2,0,0.5,0.0,6,2,0,0.3333333333333333,0.0
3434,3435,5,decode,4,1,6,1,0,0.25,0.0,6,1,0,0.16666666666666666,0.0
